name,classification,thc_percent,cbd_percent,cbg_percent,average_rating,rating_count,effects,medical,flavors,terpenes,lineage,awards,grow_info_yield,grow_info_height,grow_info_difficulty,grow_info_flowering_time_weeks,description,url
Viper Cookies,Hybrid,18,,,4.5,28,"Tingly;Relaxed;Euphoric","Depression;Pain;Stress","Chemical;Blueberry;Berry","Caryophyllene;Myrcene;Limonene","Girl Scout Cookies;Viper",,medium,medium,moderate,,"Viper Cookies is an indica-dominant hybrid marijuana strain made by crossing Girl Scout Cookies with Viper. This strain is extremely potent and best reserved for experienced cannabis consumers. Smoking Viper Cookies produces instantaneous effects that lift your spirits and erase worry. You'll feel relaxed, blissful, and even a bit tingly in all the right places. In small doses, this strain is ideal after a long day when you want to unwind. In large doses, Viper Cookies may sedate you and leave you locked to your sofa. In terms of negative effects, some consumers say this strain may give you a serious case of cottonmouth, so plan on keeping water handy while you partake. Medical marijuana patients choose this strain to help relieve symptoms associated with insomnia, stress, depression, and anxiety. Viper Cookies features a tasty flavor profile that is sweet, spicy, and fruity with herbal undertones. Viper Cookies was originally bred by Moxie 710.",https://www.leafly.com/strains/viper-cookies
Vortex,Sativa,17,,,4.3,279,"Energetic;Uplifted;Euphoric","Stress;Anxiety;Depression","Citrus;Lemon;Honey","Caryophyllene;Myrcene;Terpinolene","Space Queen;Apollo 13","High Times' Best Sativa 2010;High Times' Top 10 2007",medium,medium,moderate,,"Vortex by Subcool's The Dank is a 80/20 sativa-dominant strain whose potency will pull you into a whirling mass of euphoria like a cosmic riptide. Its celestial parents Space Queen and Apollo 13 pass on a sweet and sour lemon aroma accented by notes of tropical mango, while its inherited effects can range from racy and energetic to heavy and disorienting. The staggering THC content of Vortex has won this sativa several awards including High Times' Best Sativa in 2010 and the High Times' Top 10 in 2007.",https://www.leafly.com/strains/vortex
Wagyu,Hybrid,19,,,4.6,38,"Tingly;Relaxed;Sleepy","Anxiety;Depression;Bipolar disorder","Apricot;Chestnut;Chemical",,"Meat Breath;Lemon Cherry Terdz",,null,null,null,,"Wagyu is a hybrid weed strain made from a genetic cross of Meat Breath x Lemon Cherry Terdz. This strain is an indica dominant hybrid. Wagyu is 19% THC, making this strain an ideal choice for experienced cannabis consumers. Bred by unknown breeders, the average price of Wagyu typically ranges from $10-$15 per gram. It's described as ""candy gas notes on the front end"" and ""finish with the earthy Mendo Breath/Meat Breath flavor. A very unique smoke.",https://www.leafly.com/strains/wagyu
Walker Kush,Hybrid,20,,,4.5,49,"Relaxed;Focused;Sleepy","Stress;Anxiety;Depression","Woody;Butter;Diesel","Caryophyllene;Limonene;Myrcene","Albert Walker;Rare Dankness #1",,medium,medium,moderate,,"Walker Kush is the Rare Dankness cross of Albert Walker and Rare Dankness #1. These stimulating genetics blend Afghan Skunk, Ghost OG, and Chemdawg into a multifaceted indica-dominant hybrid that uplifts while remaining grounded in soothing body effects. Happy yet laidback, this strain is preferred for ADD/ADHD, depression, and PTSD.",https://www.leafly.com/strains/walker-kush
Washington Apple,Indica,,,,4.7,20,"Relaxed;Hungry;Euphoric","Depression;Pain;Anxiety","Apple;Apricot;Berry",,"Pez;Ortega",,medium,medium,moderate,,"Washington Apple is a indica weed strain made by crossing Pez and Ortega. Reviewers on Leafly say this strain makes them feel relaxed, hungry, and euphoric.",https://www.leafly.com/strains/washington-apple
Watermelon,Indica,,,,4.4,355,"Sleepy;Relaxed;Hungry","Anxiety;Stress;Depression","Sweet;Tropical;Tree fruit",,"Watermelon Kush;Watermelon OG",,high,medium,moderate,,"Watermelon, also known as ""Watermelon Kush"" and ""Watermelon OG,"" is an indica marijuana strain made by crossing two unknown parents. Watermelon produces relaxing effects, making it useful as a sleeping aid or appetite stimulant. As the name suggests, this strain has a distinct fruity watermelon flavor profile, reminiscent of grape with hashy undertones. Watermelon is prized by growers for its high yield and potency, requiring 55 to 60 days flowering time. Growers say this strain has large, dense buds that are valued for their high THC content.",https://www.leafly.com/strains/watermelon
Watermelon Runtz,Hybrid,22,,,4.7,17,"Relaxed;Sleepy;Euphoric","Insomnia;Stress;Anxiety","Berry;Tropical;Strawberry","Caryophyllene;Limonene;Humulene","Watermelon Zkittlez;Runtz",,medium,medium,moderate,,"Watermelon Runtz is an indica-dominant hybrid weed strain made by crossing Watermelon Zkittlez with Runtz. It’s got bold purple buds and a nose to match. The effects of this strain are believed to be intensely euphoric, a little sleepy, and tingly. The dominant terpenes in this strain are caryophyllene, limonene, and humulene, which form a gassy, fruit salad nose with watermelon notes, and a sharp, earthy aftertaste. Medical marijuana patients say they often buy this strain during episodes of pain, nausea, and arthritis. The original breeder of Watermelon Runtz is Silent Seeds.",https://www.leafly.com/strains/watermelon-runtz
Watermelon Sorbet,Hybrid,,,,4.4,13,"Energetic;Aroused;Giggly","Stress;Anxiety;Inflammation","Tropical;Berry;Earthy",,"Watermelon Z;Gelato 45",,medium,medium,moderate,,"Watermelon Sorbet is a hybrid weed strain made by crossing Watermelon Z and Gelato 45. Reviewers on Leafly say this strain makes them feel energetic, aroused, and giggly.",https://www.leafly.com/strains/watermelon-sorbet
Watermelon Z,Indica,24,,,4.6,192,"Sleepy;Relaxed;Giggly","Anxiety;Depression;Stress","Tropical;Tree fruit;Sweet","Limonene;Caryophyllene;Myrcene","The Original Z;Watermelon",,medium,medium,moderate,,"Watermelon Z, also known as under an infringing candy name is an indica-dominant hybrid marijuana strain made by a cross of the hugely popular The Original Z and Watermelon. It offers a wonderful fruity aroma and flavor profile that is mouthwateringly scrumptious. Its high may set in quick, delivering a powerful, head-rushing euphoria. With its heavy effects, Watermelon Z is best reserved for the end of the day.",https://www.leafly.com/strains/watermelon-zkittlez
Wedding Cake,Hybrid,24,,,4.6,2569,"Relaxed;Aroused;Hungry","Anxiety;Stress;Depression","Vanilla;Pepper;Butter","Caryophyllene;Limonene;Myrcene","Triangle Kush;Animal Mints",Leafly Strain of the Year 2019,average,medium,moderate,7,"Wedding Cake, also known as ""Triangle Mints #23,"" is a potent type of indica-hybrid marijuana strain made by crossing Triangle Kush with Animal Mints. Fun fact: In Canada, this strain is known as Pink Cookies. The Wedding Cake strain provides relaxing and euphoric effects that calm the body and mind. This strain yields a rich and tangy flavor profile with undertones of earthy pepper. Medical marijuana patients choose Wedding Cake to help relieve symptoms associated with pain, insomnia and appetite loss. Consumers with a low THC tolerance should enjoy this strain with an extra slice of care due to its high THC content. Wedding Cake has soared in popularity over the years and was named Leafly Strain of the Year in 2019.",https://www.leafly.com/strains/wedding-cake
Wedding Crasher,Hybrid,21,,,4.6,349,"Focused;Relaxed;Happy","Anxiety;Depression;Stress","Vanilla;Pepper;Berry","Caryophyllene;Limonene;Myrcene","Wedding Cake;Purple Punch",,medium,medium,moderate,,"Wedding Crasher, also known as ""Wedding Crashers,"" is a hybrid marijuana strain made from a cross of Wedding Cake and Purple Punch. Produced by Symbiotic Genetics, Wedding Crasher mixes the smooth vanilla flavors of Wedding Cake with the sweet grape notes of Purple Punch, Symbiotic has developed a mellow, earthy strain with sharp gassy highlights and a sweet berry finish.",https://www.leafly.com/strains/wedding-crasher
Wedding Driver,Hybrid,,,,4.7,23,"Aroused;Energetic;Uplifted","Depression;Stress;Anxiety","Vanilla;Tree fruit;Berry",,"Wedding Cake;Sundae Driver",,high,tall,moderate,,"Wedding Driver, (originally known as Nilla Wafer, also known as ""Vanilla Wafer,"" Vanilla Waferz,"" and ""Nilla Wafers,"") is a hybrid marijuana strain made by crossing Wedding Cake with Sundae Driver. This strain produces uplifting effects, sending the consumer into a blissful state of mind. Wedding Driver features an aromatic vanilla flavor profile with sour grape undertones. Like its namesake, consumers say the flavor reminds them of the famous snack cookie. Medical marijuana patients choose Wedding Driver to relieve symptoms associated with chronic stress and depression. Growers say this strain flowers into tall buds with lime green foliage outlined by milky white trichomes. Cannarado Genetics originally bred and released the cultivar under the infringing name Nilla Wafer.",https://www.leafly.com/strains/nilla-wafer
Wedding Gelato,Hybrid,,,,4.8,34,"Aroused;Euphoric;Giggly","Anxiety;Depression;Stress","Vanilla;Lavender;Blue Cheese","Caryophyllene;Myrcene;Limonene;Linalool","Wedding Cake;Gelato #33",,Medium,,Moderate,,"Wedding Gelato is an indica-dominant hybrid marijuana strain made by crossing Wedding Cake with Gelato #33. This epic combination produces a strain known for its sweet flavor profile, smooth smoke, and arousing effects. Consumers say Wedding Cake will make you feel blissful and happy upon your first hit. Eventually you'll feel a tingling sensation melt through your body, eliminating stress and leaving you in an uninhibited mood. Wedding Gelato features an earthy flavor and aroma that is sweet like vanilla with spicy undertones. Medical marijuana patients choose this strain to help relieve symptoms associated with chronic depression, fatigue, and low libido.",https://www.leafly.com/strains/wedding-gelato
Wedding Pie,Hybrid,26,1,,4.6,146,"Sleepy;Relaxed;Happy","Anxiety;Stress;Depression","Butter;Grape;Sweet","Caryophyllene;Limonene;Linalool","Wedding Cake;Grape Pie",,medium,medium,moderate,8,"Wedding Pie is an indica-leaning hybrid that is made by crossing Wedding Cake and Grape Pie. Wedding Pie puts out a fragrant, fruity dessert aroma that is sweet, lemony, and gassy. This strain will quickly put your mind at ease as you enjoy the calming high and the quality craftsmanship that make this strain an all-around hit. Wedding Pie is bred by the respected Cannarado Genetics.",https://www.leafly.com/strains/wedding-pie
West OG,Indica,,,,3.8,11,"Creative;Energetic;Sleepy","Anxiety;ADD/ADHD;Asthma","Woody;Lemon;Earthy",,"Chemdawg;Humboldt",,medium,medium,moderate,,"A heavy-handed indica, West OG descends from the famous Chemdawg and a backcrossed Humboldt. West OG’s fluffy, purple-hued buds release a musky diesel aroma reminiscent of the long line of OG strains. This indica is typically chosen by patients for treatment of pain and by those in need of some serious relaxation.",https://www.leafly.com/strains/west-og
Where's My Bike,Hybrid,19,,,4.5,52,"Talkative;Energetic;Focused","Stress;Anxiety;Depression","Tar;Citrus;Menthol","Caryophyllene;Humulene;Limonene","Amnesia;Biker Kush",,high,medium,moderate,,"Where’s My Bike by Karma Genetics is a high-yielding cross of Amnesia and Biker Kush that gives way to a pleasant and heady buzz. This strain is known to produce a solid mixture of terpenes including caryophyllene, terpinolene, and humulene. Utilize Where’s My Bike throughout the day to improve mood while tempering stress.",https://www.leafly.com/strains/wheres-my-bike
White 99,Hybrid,25,,,4.6,232,"Uplifted;Focused;Euphoric","Anxiety;Depression;Stress","Citrus;Pine;Lemon","Limonene;Myrcene;Pinene","Cinderella 99;The White",,medium,medium,moderate,,"White 99 is a potent hybrid marijuana strain made by crossing Cinderella 99 with The White. This strain is known to provide uplifting and happy effects. White 99 tastes fresh and bright, like tart oranges mixed with lemons and kush. Medical marijuana patients choose White 99 to help manage chronic depression and anxiety.",https://www.leafly.com/strains/white-99
White Berry,Indica,20,,,4,195,"Euphoric;Creative;Focused","Stress;Anxiety;Pain","Berry;Sweet;Blueberry","Caryophyllene;Myrcene;Pinene","Blueberry;White Widow",,medium,medium,moderate,9,"White Berry, also known as ""White Raspberry,"" is a versatile indica marijuana strain that produces calming effects while giving users an extra pep in their step. When White Berry is consumed in higher quantities, the typical result is a sativa head high effect with an indica-style body high. Those who smoke White Berry also say it makes them feel creative happy. White Berry is made by crossing Blueberry with White Widow.",https://www.leafly.com/strains/white-berry
White Buffalo,Sativa,20,,,4.5,274,"Focused;Energetic;Uplifted","Stress;Anxiety;Depression","Sweet;Sour;Pepper;Flowery;Woody","Caryophyllene;Myrcene;Limonene","Romulan;Blackberry Kush;Bay 11",,high,medium,moderate,,"White Buffalo, also known as ""Tatanka,"" is a sativa marijuana strain made by crossing Romulan with Blackberry Kush and Bay 11. White Buffalo provides a powerful blast of effects that are uplifting, active and euphoric. This strain is a cherished rarity and can be hard to find in most dispensaries. The flavor of White Buffalo is sweet and sour. Buds are covered in a snowy white coating of crystal trichomes.",https://www.leafly.com/strains/white-buffalo
White Cheese,Hybrid,,,,4.3,45,"Relaxed;Euphoric;Happy","Anxiety;Stress;Depression","Cheese;Pungent;Skunk",,"Super Skunk;Afghani",,high,medium,easy,,"White Cheese from Zambeza Seeds is an indica-dominant hybrid that crosses Super Skunk and Afghani genetics. It carries the skunky cheese aroma with an earthy note and provides relaxing indica effects without being a total knock-out. Its euphoric buzz keeps away stress and anxiety. The short flowering cycle, compact nature, and large yields make White Cheese especially attractive to growers.",https://www.leafly.com/strains/white-cheese
