awards,aliases,effects,flavors,medical,terpenes,grow_info,description,strain_name,rating_count,cbd_percentage,cbg_percentage,rating_average,thc_percentage,lineage_parents,strain_classification,url,name,lineage,cbd_percent,thc_percent,average_rating,classification
"[]",,"[""Euphoric"",""Relaxed"",""Happy""]","[""Grape"",""Berry"",""Sweet""]","[""Stress"",""Depression"",""Insomnia""]","[]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","California’s Skunk House Genetics crossed Purple Punch with Larry OG F8 for Spiked Punch. With an inhale that takes on an OG flavor profile, this strain has a sweet, smooth, grape exhale. Buds are dark purple with dense trichomes and the high is a full-bodied, uplifting experience.",,31,,,,,,,"https://www.leafly.com/strains/spiked-punch","Spiked Punch","[""Purple Punch"",""Larry OG""]",,18,4.5,"Hybrid"
"[]",,"[""Talkative"",""Uplifted"",""Happy""]","[""Pine"",""Flowery"",""Lavender""]","[""Depression"",""Pain"",""Stress""]","[]","{""yield"":"""",""height"":"""",""difficulty"":""null"",""flowering_time_weeks"":null}","Spirit of 76 is a hybrid bred by Kindman out of Denver, CO, who closely guard the genetic heritage of their proprietary strains. It is known for having hints of purple coloring and a fruity bouquet of flavors ranging from sweet notes of fruit punch to the piney musk associated with Kush strains. Spirit of 76’s earthy taste finishes with notes of grape and lavender flavors that usher in balanced effects, which are great for relaxing, calming anxieties, and stimulating the appetite.",,31,,,,,,,"https://www.leafly.com/strains/spirit-of-76","Spirit of '76","[""Redd Cross""]",,,4.5,"Hybrid"
"[]",,"[""Aroused"",""Relaxed"",""Tingly""]","[""Apricot"",""Ammonia"",""Grapefruit""]","[""Anxiety"",""Stress"",""Depression""]","[""Caryophyllene"",""Limonene"",""Linalool""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Spritzer is a hybrid marijuana strain made by crossing Runtz with Grape Pie and MAC. We're still learning about the flavors and effects of Spritzer - if you've smoked this strain before, tell us about it by leaving a review.",,142,,,,,,,"https://www.leafly.com/strains/spritzer","Spritzer","[""Runtz"",""Grape Pie"",""MAC""]",,32,4.6,"Hybrid"
"[]",,"[""Hungry"",""Energetic"",""Relaxed""]","[""Apricot"",""Blue Cheese"",""Diesel""]","[""Anxiety"",""Depression"",""Fibromyalgia""]","[""Caryophyllene"",""Humulene"",""Limonene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Stank Breath is a hybrid weed strain. Reviewers on Leafly say this strain makes them feel hungry, energetic, and relaxed. Stank Breath has 23% THC. The dominant terpene in this strain is caryophyllene.",,16,,,,,,,"https://www.leafly.com/strains/stank-breath","Stank Breath","[]",0,23,4.9,"Hybrid"
"[]",,"[""relaxed"",""tingly"",""creative""]","[""berry"",""chemical"",""pepper""]","[""depression"",""anxiety"",""stress""]","[""caryophyllene"",""limonene"",""linalool""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Star Dust OG is a indica weed strain made from a genetic cross between Chem Dog, Key Lime Pie, and Northern Lights. Star Dust OG is 21% THC, making this strain an ideal choice for experienced cannabis consumers. Leafly customers tell us Star Dust OG effects include feeling tingly, relaxed, and hungry. Medical marijuana patients often choose Star Dust OG when dealing with symptoms associated with depression, stress, and anxiety. Bred by Eigth Brother, Star Dust OG features flavors like berry, chemical, and pepper. The dominant terpene of this strain is caryophyllene.",,26,,,,,,,"https://www.leafly.com/strains/star-dust-og","Star Dust OG","[""Chem Dog"",""Key Lime Pie"",""Northern Lights""]",0,21,4.6,"Indica"
"[""Best Hybrid Flower at the 2016 Colorado Cannabis Cup""]",,"[""Sleepy"",""Relaxed"",""Tingly""]","[""Earthy"",""Pungent"",""Lemon""]","[""Anxiety"",""Stress"",""Pain""]","[""Caryophyllene"",""Limonene"",""Myrcene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":9}","Star Killer, also known as ""Star Killer OG,"" and ""Starkiller,"" is an indica-dominant hybrid marijuana strain and winner of Best Hybrid Flower at the 2016 Colorado Cannabis Cup. Star Killer is 70% indica, and is made by crossing Mazar x Blueberry OG with Rare Dankness. The dense, purple buds offer a sweet, lemon flavor, and aid in treating pain, insomnia, AIDS, PTSD, and Gastrointestinal Disorder. Star Killer produces medium to high yields and can be grown both indoors and outdoors, with an average flowering time of 65 days.",,359,,,,,,,"https://www.leafly.com/strains/star-killer","Star Killer","[""Mazar x Blueberry OG"",""Rare Dankness #1""]",,21,4.6,"Hybrid"
"[]",,"[""Focused"",""Energetic"",""Giggly""]","[""Strawberry"",""Tree fruit"",""Peach""]","[""Anxiety"",""Depression"",""Pain""]","[""Myrcene"",""Caryophyllene"",""Pinene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Starburst, also known as ""Starburst OG"" and ""Starburst Kush"" is hybrid marijuana strain made by crossing Pre-98 Bubba Kush with Fire OG. Consumers say Starburst provides upbeat and buzzy high that leave you feeling happy and a bit giggly. Those who have smoked Starburst say the flavor profile is on the peppery side. With a mix of THC and CBD, medical marijuana patients have told us they enjoy this strain to relieve acute pain from headaches.",,29,,,,,,,"https://www.leafly.com/strains/starburst","Starburst","[""Pre-98 Bubba Kush"",""Fire OG""]",8,11,4.4,"Hybrid"
"[]",,"[""Happy"",""Tingly"",""Focused""]","[""Chemical"",""Diesel"",""Pepper""]","[""Depression"",""Stress"",""Anxiety""]","[""Caryophyllene"",""Limonene"",""Myrcene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":9}","Stardawg, also known as ""Stardog,"" is a hybrid marijuana strain believed to be named after the bright, sparkling crystal trichomes that blanket the strain like stars. Made from a cross between Chemdog 4 and Tres Dawg, Stardawg is beloved for its earthy pine flavors with sour undertones of diesel. The effects of Stardawg are uplifting and may help medical marijuana patients treating symptoms associated with stress, fatigue, and anxiety disorders. Stardawg flowers in 67 days indoors and produces moderate yields.",,829,,,,,,,"https://www.leafly.com/strains/stardawg","Stardawg","[""Chemdog 4"",""Tres Dawg""]",0,22,4.4,"Hybrid"
"[]",,"[""Focused"",""Energetic"",""Euphoric""]","[""Blue Cheese"",""Blueberry"",""Tropical""]","[""Depression"",""Stress"",""Anxiety""]","[]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Starry Night is a hybrid weed strain. Reviewers on Leafly say this strain makes them feel focused, energetic, and euphoric.",,27,,,,,,,"https://www.leafly.com/strains/starry-night","Starry Night","[]",,,4.7,"Hybrid"
"[]",,"[""Relaxed"",""Focused"",""Sleepy""]","[""Mint"",""Woody"",""Earthy""]","[""Anxiety"",""Pain"",""Insomnia""]","[]","{""yield"":""high"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":8}","Stephen Hawking Kush, or SHK, is the second release in the Great Minds series of seeds from Alphakronik Genes. Named for famed scientist Dr. Stephen Hawking, SHK was created by pollenating a Harle-Tsu female with a Sin City Kush male. This indica-dominant hybrid is also part of Alphakrokik Genes’ CBD+ line of genetics that emphasize high-CBD strains. There are 3 known phenotypes of Stephen Hawking Kush, all with vivid cherry and berry flavors that mix with a minty note. The soothing, relaxing effects help keep pain away and also stimulate your stomach to suppress nausea.",,65,,,,,,,"https://www.leafly.com/strains/stephen-hawking-kush","Stephen Hawking Kush","[""Harle-Tsu"",""Sin City Kush""]",,,4.6,"Indica"
"[]",,"[""Relaxed"",""Happy"",""Hungry""]","[""Strawberry"",""Tree fruit"",""Tropical""]","[""Stress"",""Anxiety"",""Depression""]","[""Limonene"",""Myrcene"",""Caryophyllene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Strawberry Banana, also known as ""Strawnana"" for short, is an indica marijuana strain developed by DNA Genetics in collaboration with Serious Seeds. A genetic cross of Crockett’s Banana Kush and the “Strawberry” phenotype of Bubble Gum, Strawberry Banana inherited a sweet, fruity flavor, hence the name. Known for its heavy resin production and high-THC content, Strawberry Banana produces happy, peaceful effects that sharpen creativity and sensory awareness.",,730,,,,,,,"https://www.leafly.com/strains/strawberry-banana","Strawberry Banana","[""Banana Kush"",""Bubble Gum""]",,21,4.5,"Hybrid"
"[]",,"[""Uplifted"",""Energetic"",""Happy""]","[""Strawberry"",""Sweet"",""Berry""]","[""Stress"",""Anxiety"",""Depression""]","[""Myrcene"",""Pinene"",""Caryophyllene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":8}","Known for its sweet smell of fresh strawberries and an expanding sensation that can make even the most seasoned consumer cough, Strawberry Cough is a potent sativa marijuana strain with mysterious genetic origins. However, Strawberry Cough is thought to be a cross of Haze and Strawberry Fields. The skunky, berry flavors will capture your senses while the cerebral, uplifting effects provide an aura of euphoria that is sure to leave a smile on your face. Strawberry Cough is a great solution in times of elevated stress.",,2920,,,,,,,"https://www.leafly.com/strains/strawberry-cough","Strawberry Cough","[""Haze"",""Strawberry Fields""]",,19,4.3,"Sativa"
"[]",,"[""Uplifted"",""Happy"",""Creative""]","[""Strawberry"",""Diesel"",""Sweet""]","[""Stress"",""Anxiety"",""Depression""]","[""Caryophyllene"",""Limonene"",""Myrcene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":9}","This cross between NYC Diesel and Strawberry Cough is a true hybrid. Providing consumers with a well-balanced experience, Strawberry Diesel relaxes your muscles while creating an energizing, clear-headed sensation. If you’re looking for help with insomnia and would like to get things done, Strawberry Diesel may be your perfect match. Great for both daytime and nighttime use, this strain is incredibly versatile. Novice consumers should be cautious with it, however, as it is fast-acting and intense. Great for indoor growing, Strawberry Diesel tends to flower between 9 and 10 weeks. Taking after both of its parents, this strain also features a fruity scent while providing a thick, diesel-like taste.",,360,,,,,,,"https://www.leafly.com/strains/strawberry-diesel","Strawberry Diesel","[""NYC Diesel"",""Strawberry Cough""]",0,19,4.4,"Hybrid"
"[]",,"[""Aroused"",""Creative"",""Energetic""]","[""Strawberry"",""Sweet"",""Flowery""]","[""Stress"",""Anxiety"",""Depression""]","[""Limonene"",""Myrcene"",""Pinene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Strawberry Dream is a sativa-hybrid cross of the Blue Dream and Strawberry Cough strains. With a potency similar to Blue Dream and a smell of sweet strawberries, this sativa-dominant strain will bring considerable head effects.",,79,,,,,,,"https://www.leafly.com/strains/strawberry-dream","Strawberry Dream","[""Blue Dream"",""Strawberry Cough""]",0,19,4.4,"Sativa"
"[]",,"[""Giggly"",""Relaxed"",""Aroused""]","[""Strawberry"",""Ammonia"",""Berry""]","[""Anxiety"",""Stress"",""Depression""]","[""Limonene"",""Caryophyllene"",""Myrcene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Strawberry Gary is a hybrid cannabis strain bred by Exotic Genetix made from a genetic cross between Gary Payton x Red Pop. Strawberry Gary emits sweet, creamy, gassy, and fruity profile, and has a balance effects between energizing and relaxing. We're still learning more about the strain, so leave a review.",,53,,,,,,,"https://www.leafly.com/strains/strawberry-gary","Strawberry Gary","[""Gary Payton"",""Red Pop""]",,25,4.5,"Hybrid"
"[]",,"[""relaxed"",""happy"",""hungry""]","[""strawberry"",""tropical"",""sweet""]","[""anxiety"",""stress"",""depression""]","[""myrcene"",""limonene"",""caryophyllene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Strawberry Guava is a hybrid weed strain made from a genetic cross between Strawberry Banana and Papaya. Strawberry Guava is 23% THC, making this strain an ideal choice for experienced cannabis consumers. Leafly customers tell us Strawberry Guava effects include happy, relaxed, and hungry. Medical marijuana patients often choose Strawberry Guava when dealing with symptoms associated with anxiety, stress, and PTSD. Bred by Oni Seeds, Strawberry Guava features flavors like strawberry, tropical, and sweet. The dominant terpene of this strain is limonene.",,102,,,,,,,"https://www.leafly.com/strains/strawberry-guava","Strawberry Guava","[""Strawberry Banana"",""Papaya""]",,23,4.7,"Hybrid"
"[]",,"[""Tingly"",""Hungry"",""Relaxed""]","[""Strawberry"",""Sweet"",""Flowery""]","[""Stress"",""Anxiety"",""Pain""]","[""Myrcene"",""Limonene"",""Caryophyllene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":""8-9""}","Strawberry Kush is a hybrid marijuana strain made by crossing Strawberry Cough with OG Kush. This strain produces sedating effects that can be felt in the body and mind. Strawberry Kush features a musky strawberry taste that lives up to its name. This strain is potent, so it's best reserved for consumers with a high THC tolerance. Growers say Strawberry Kush has a flowering time of 8-9 weeks.",,472,,,,,,,"https://www.leafly.com/strains/strawberry-kush","Strawberry Kush","[""Strawberry Cough"",""OG Kush""]",,19,4.2,"Hybrid"
"[""1st in High Times’ 2015 Denver Cannabis Cup as Best Sativa Concentrate""]",,"[""Energetic"",""Uplifted"",""Giggly""]","[""Lemon"",""Strawberry"",""Rose""]","[""Stress"",""Anxiety"",""Depression""]","[""Myrcene"",""Caryophyllene"",""Pinene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Strawberry Lemonade is a sativa-dominant weed strain that took 1st in High Times’ 2015 Denver Cannabis Cup as “Best Sativa Concentrate.” The supposed cross of Strawberry Cough and Lemon OG and is bred by Barney's Farm. Strawberry Lemonade is 20% THC, making this strain an ideal choice for experienced cannabis consumers. Leafly customers tell us Strawberry Lemonade effects are energizing, euphoric, and uplifting. Medical marijuana patients often choose Strawberry Lemonade when dealing with symptoms associated with chronic pain, depression, and fatigue. The dominant terpene of Strawberry Lemonade is Myrcene, featuring a sweet citrus aroma with a tangy lemon and berry flavor profile.",,298,,,,,,,"https://www.leafly.com/strains/strawberry-lemonade","Strawberry Lemonade","[""Strawberry Cough"",""Lemon OG""]",0,20,4.4,"Sativa"
"[]",,"[""Relaxed"",""Happy"",""Giggly""]","[""Strawberry"",""Berry"",""Flowery""]","[""Stress"",""Anxiety"",""Pain""]","[]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Strawberry Milkshake, a perfect 50/50 hybrid, flaunts the fruity flavor of its parent, Strawberry Soda, and the pungent richness of White Fire Alien OG. This combination leaves muscles relaxed and politely tranquilizes overactive, racing minds. Expect laughter, a touch of energy, and a noticeable weight in the eyes.",,40,,,,,,,"https://www.leafly.com/strains/strawberry-milkshake","Strawberry Milkshake","[""Strawberry Soda"",""White Fire Alien OG""]",,,4.4,"Hybrid"
